EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Attrition
787,1.0,3.0,2.0,49,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2.0,19,0,20.0,2,3,1,2,1,3,No
788,3.0,3.0,4.0,40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2.0,18,1,8.0,3,3,1,2,3,3,No
789,4.0,2.0,2.0,44,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1.0,13,0,6.0,2,5,1,3,4,3,No
790,4.0,1.0,3.0,33,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,3,3,3,No
791,4.0,1.0,3.0,34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,12,3,3,No
792,4.0,3.0,2.0,30,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,2,3,4,No
793,1.0,4.0,3.0,42,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,8,3,4,No
794,1.0,3.0,2.0,44,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,3,3,No
795,3.0,3.0,2.0,30,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3,3,No
796,2.0,3.0,2.0,57,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2,3,No
797,3.0,2.0,3.0,49,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3,3,No
798,2.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,3,4,No
799,1.0,3.0,4.0,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,3,4,Yes
800,1.0,2.0,1.0,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,1.0,17,3,7.0,1,5,0,0,3,3,Yes
801,1.0,2.0,4.0,34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,3,3,Yes
802,4.0,3.0,3.0,35,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,2,3,No
804,4.0,2.0,3.0,24,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,1,3,No
805,2.0,3.0,2.0,44,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2,4,No
806,3.0,3.0,3.0,29,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3,3,No
807,3.0,3.0,4.0,30,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3,3,No
808,4.0,3.0,3.0,55,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,3,3,No
809,1.0,2.0,3.0,33,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,3,4,No
810,3.0,3.0,2.0,47,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,2,3,No
812,1.0,3.0,1.0,28,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,2,3,No
813,3.0,1.0,3.0,28,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3,3,No
814,3.0,1.0,3.0,49,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3,3,No
815,4.0,2.0,3.0,29,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,1,3,No
816,3.0,2.0,2.0,28,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,2,3,No
817,4.0,3.0,3.0,33,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,2,3,No
818,3.0,4.0,4.0,32,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,2,4,No
819,2.0,4.0,3.0,54,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2,3,No
820,1.0,1.0,1.0,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,3,3,Yes
821,4.0,1.0,4.0,44,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,2,3,No
822,2.0,2.0,3.0,39,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,4,3,No
823,3.0,2.0,4.0,46,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,2,3,No
824,4.0,2.0,1.0,35,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4,3,No
825,1.0,3.0,3.0,23,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,2,3,No
826,4.0,1.0,1.0,40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4,3,Yes
827,4.0,3.0,3.0,34,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,3,3,No
828,4.0,3.0,1.0,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,2,3,Yes
829,3.0,4.0,3.0,50,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,2,3,No
830,2.0,3.0,3.0,34,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,3,3,No
831,3.0,2.0,3.0,42,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3,3,No
832,1.0,4.0,3.0,37,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,3,3,No
833,3.0,1.0,3.0,29,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,4,3,No
834,4.0,2.0,3.0,33,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,3,3,No
835,4.0,4.0,3.0,45,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,2,4,No
836,4.0,4.0,1.0,42,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,3,3,No
837,1.0,1.0,4.0,40,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,4,3,No
838,2.0,3.0,3.0,33,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2,3,No
839,3.0,4.0,3.0,40,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3,3,No
840,3.0,1.0,3.0,24,Travel_Rarely,Sales,10,2,Marketing,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3,3,No
841,4.0,4.0,3.0,40,Non-Travel,Research & Development,7,3,Medical,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,2,3,No
842,1.0,2.0,3.0,45,Travel_Rarely,Research & Development,4,3,Medical,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,4,4,No
843,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,4,3,No
844,4.0,2.0,3.0,32,Travel_Rarely,Research & Development,22,4,Medical,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4,4,No
845,3.0,4.0,2.0,36,Travel_Rarely,Sales,9,3,Marketing,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,2,3,No
846,3.0,3.0,3.0,48,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3,3,No
847,3.0,3.0,2.0,29,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,4,3,No
848,1.0,1.0,1.0,33,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,2,4,No
849,2.0,1.0,3.0,30,Travel_Rarely,Research & Development,1,3,Other,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,3,3,Yes
850,3.0,3.0,3.0,38,Travel_Frequently,Sales,9,3,Marketing,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3,3,No
851,4.0,1.0,3.0,35,Travel_Rarely,Sales,7,2,Life Sciences,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,3,3,No
852,3.0,2.0,3.0,30,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3,3,No
853,1.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1,3,Yes
854,3.0,4.0,3.0,53,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3,4,Yes
855,3.0,2.0,3.0,38,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,2,3,Yes
856,4.0,1.0,2.0,32,Non-Travel,Research & Development,10,4,Life Sciences,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,3,3,No
857,3.0,1.0,2.0,48,Travel_Rarely,Research & Development,2,5,Life Sciences,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3,3,No
858,1.0,4.0,1.0,34,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,3,3,No
859,3.0,4.0,3.0,55,Travel_Rarely,Research & Development,11,1,Medical,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,2,3,No
860,2.0,3.0,2.0,34,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,3,3,No
861,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,3,3,No
862,3.0,2.0,3.0,38,Travel_Rarely,Sales,14,2,Marketing,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,4,4,No
863,2.0,2.0,4.0,38,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2,3,No
864,2.0,3.0,3.0,36,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,3,3,No
865,2.0,1.0,3.0,29,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2,3,No
866,1.0,3.0,3.0,35,Travel_Rarely,Sales,12,2,Life Sciences,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,4,3,No
867,4.0,3.0,3.0,39,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,3,3,No
868,1.0,4.0,4.0,29,Travel_Frequently,Research & Development,5,1,Medical,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,3,4,No
869,3.0,3.0,3.0,50,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,1,3,No
870,4.0,3.0,3.0,23,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,3,3,No
871,1.0,1.0,3.0,36,Travel_Frequently,Sales,21,3,Life Sciences,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,3,3,No
872,4.0,4.0,3.0,42,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,3,3,No
873,2.0,3.0,2.0,35,Travel_Rarely,Sales,4,3,Medical,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,3,3,No
874,4.0,3.0,2.0,34,Travel_Frequently,Research & Development,25,1,Life Sciences,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,3,3,No
875,4.0,1.0,3.0,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,3,3,No
876,4.0,2.0,3.0,43,Travel_Rarely,Research & Development,1,1,Other,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4,4,No
877,3.0,4.0,2.0,35,Travel_Rarely,Sales,6,3,Marketing,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,2,3,No
878,4.0,1.0,1.0,46,Travel_Rarely,Research & Development,12,4,Technical Degree,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,3,3,No
879,3.0,2.0,3.0,28,Travel_Rarely,Human Resources,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3,3,Yes
880,2.0,3.0,2.0,22,Non-Travel,Sales,17,2,Marketing,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2,3,No
881,2.0,3.0,3.0,50,Travel_Frequently,Research & Development,3,3,Other,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2,4,No
882,2.0,4.0,3.0,32,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,3,3,No
883,2.0,4.0,2.0,44,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,3,4,No
884,2.0,2.0,2.0,30,Travel_Rarely,Research & Development,4,3,Medical,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,3,3,No
885,3.0,1.0,3.0,45,Travel_Rarely,Sales,29,2,Technical Degree,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3,3,No
886,1.0,1.0,3.0,45,Non-Travel,Sales,2,4,Life Sciences,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,2,3,No
887,4.0,1.0,3.0,31,Travel_Frequently,Research & Development,7,3,Medical,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,3,4,No
888,3.0,3.0,3.0,36,Travel_Rarely,Research & Development,18,1,Medical,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3,3,No
889,3.0,4.0,3.0,34,Travel_Frequently,Sales,28,4,Marketing,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,2,3,No
890,3.0,1.0,2.0,49,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3,3,No
891,2.0,1.0,3.0,39,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,3,3,No
892,4.0,1.0,3.0,27,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,3,3,No
893,2.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,3,Medical,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2,4,No
894,2.0,1.0,2.0,28,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0,3,3,No
895,3.0,4.0,3.0,21,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2,3,3,No
897,4.0,3.0,3.0,47,Travel_Rarely,Research & Development,25,4,Medical,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0,2,3,No
898,3.0,3.0,3.0,39,Travel_Rarely,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,11.0,5,10,0,7,3,3,No
899,1.0,3.0,3.0,40,Travel_Rarely,Research & Development,22,1,Life Sciences,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12,3,3,No
900,3.0,3.0,3.0,35,Non-Travel,Research & Development,29,3,Medical,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9,3,3,No
901,3.0,3.0,2.0,37,Travel_Rarely,Research & Development,29,4,Technical Degree,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2,4,3,No
902,1.0,3.0,1.0,39,Travel_Frequently,Research & Development,2,3,Technical Degree,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8,3,3,No
903,4.0,4.0,3.0,45,Travel_Rarely,Research & Development,28,3,Life Sciences,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9,2,3,No
904,4.0,3.0,4.0,38,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2,3,3,No
905,4.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0,3,3,Yes
906,2.0,2.0,1.0,37,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7,3,3,No
907,3.0,4.0,2.0,40,Travel_Rarely,Research & Development,8,3,Technical Degree,Female,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3,2,3,No
908,1.0,4.0,3.0,44,Travel_Frequently,Sales,2,2,Marketing,Male,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,2,2,3,No
909,3.0,4.0,3.0,48,Travel_Frequently,Sales,10,4,Marketing,Female,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,2,3,3,No
910,3.0,4.0,2.0,35,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2,1,3,Yes
911,1.0,4.0,3.0,24,Travel_Frequently,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,3,3,4,No
912,2.0,3.0,3.0,27,Travel_Rarely,Sales,10,4,Life Sciences,Male,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2,1,3,No
913,4.0,4.0,2.0,27,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,2,3,4,No
914,1.0,1.0,1.0,40,Travel_Rarely,Sales,16,4,Marketing,Male,1,Research Director,Single,36330,3.0,16,2,10.0,0,4,0,3,3,3,Yes
915,3.0,3.0,3.0,29,Travel_Rarely,Research & Development,20,1,Medical,Female,2,Manager,Single,41630,9.0,15,1,8.0,4,5,1,4,2,3,No
916,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,3,Sales Executive,Married,21320,4.0,20,0,9.0,1,3,0,2,2,4,No
917,4.0,3.0,3.0,25,Travel_Frequently,Sales,5,1,Marketing,Male,4,Manufacturing Director,Divorced,139730,1.0,14,0,7.0,3,7,0,7,2,3,No
918,4.0,2.0,3.0,39,Travel_Rarely,Sales,10,3,Marketing,Female,2,Research Director,Married,26840,4.0,12,0,7.0,2,5,1,0,3,3,No
919,1.0,2.0,3.0,49,Travel_Rarely,Sales,4,2,Life Sciences,Male,2,Research Director,Married,108450,3.0,24,0,27.0,4,4,1,2,2,4,No
920,4.0,1.0,3.0,50,Travel_Rarely,Research & Development,2,2,Medical,Male,3,Sales Executive,Divorced,43770,5.0,12,1,19.0,2,14,1,11,2,3,No
921,3.0,3.0,3.0,20,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,2,3,3,No
922,4.0,2.0,3.0,34,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,9,3,3,No
923,1.0,2.0,3.0,36,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,3,3,3,No
924,3.0,3.0,3.0,49,Travel_Rarely,Human Resources,6,2,Life Sciences,Female,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,12,3,3,No
925,4.0,3.0,3.0,36,Non-Travel,Research & Development,8,4,Life Sciences,Male,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,2,3,3,No
926,4.0,1.0,3.0,36,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4,3,3,No
927,2.0,3.0,3.0,54,Travel_Rarely,Sales,24,3,Marketing,Male,1,Laboratory Technician,Married,26000,3.0,14,0,36.0,5,10,4,7,3,3,No
928,3.0,3.0,3.0,43,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Research Scientist,Married,24220,1.0,11,1,14.0,2,14,6,11,3,3,No
929,4.0,4.0,4.0,35,Travel_Frequently,Research & Development,17,4,Medical,Male,1,Research Director,Single,54720,3.0,11,1,13.0,3,11,6,7,2,3,Yes
930,4.0,4.0,4.0,38,Travel_Frequently,Research & Development,19,2,Life Sciences,Male,2,Research Scientist,Married,24510,7.0,12,1,19.0,3,13,2,9,3,3,No
931,1.0,2.0,2.0,29,Travel_Rarely,Research & Development,1,2,Medical,Male,2,Sales Representative,Divorced,42400,1.0,14,0,10.0,2,10,0,9,2,3,No
932,4.0,4.0,3.0,33,Travel_Rarely,Research & Development,7,3,Medical,Male,5,Sales Executive,Divorced,109990,1.0,18,3,6.0,3,6,0,4,2,3,No
933,4.0,2.0,2.0,32,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,5,Research Scientist,Divorced,50030,1.0,13,0,10.0,5,9,1,6,3,3,No
934,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,28,4,Technical Degree,Female,2,Sales Executive,Married,127420,1.0,11,0,10.0,4,10,0,2,2,3,No
935,4.0,1.0,2.0,49,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,42270,4.0,18,0,17.0,3,2,2,2,2,3,No
936,4.0,2.0,3.0,38,Travel_Frequently,Sales,29,2,Medical,Female,1,Sales Executive,Single,39170,1.0,15,3,4.0,2,4,3,3,3,3,No
937,2.0,2.0,3.0,47,Travel_Rarely,Research & Development,1,4,Medical,Male,3,Laboratory Technician,Divorced,183030,6.0,22,1,29.0,2,3,1,2,2,4,No
938,3.0,3.0,3.0,49,Travel_Rarely,Research & Development,21,3,Medical,Male,2,Manufacturing Director,Single,23800,4.0,13,0,23.0,3,8,0,0,1,3,No
939,4.0,3.0,3.0,41,Travel_Rarely,Research & Development,24,4,Life Sciences,Female,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,2,4,3,No
940,4.0,1.0,3.0,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,2,3,3,No
941,3.0,4.0,3.0,33,Non-Travel,Research & Development,18,2,Medical,Female,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2,3,No
942,1.0,3.0,2.0,36,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,2,3,3,No
943,3.0,4.0,3.0,44,Travel_Rarely,Research & Development,9,3,Technical Degree,Female,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2,3,No
944,4.0,3.0,3.0,23,Travel_Rarely,Human Resources,6,3,Life Sciences,Female,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,2,3,3,Yes
945,4.0,3.0,2.0,38,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,0,3,3,No
946,2.0,4.0,3.0,53,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2,3,3,No
947,4.0,3.0,3.0,48,Travel_Frequently,Sales,10,2,Marketing,Male,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,7,1,3,Yes
948,4.0,2.0,3.0,32,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,0,3,3,Yes
949,4.0,4.0,3.0,26,Non-Travel,Research & Development,18,2,Medical,Male,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,7,3,4,No
950,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,2,3,3,No
951,2.0,4.0,4.0,34,Travel_Rarely,Sales,28,3,Life Sciences,Female,2,Research Scientist,Married,176500,1.0,19,1,15.0,6,15,4,13,1,3,No
