EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,JobInvolvement,PerformanceRating,Attrition
1332,3,4,4,43,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Married,24080,1,12,1,3,25,3,3,0
1333,1,3,2,30,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,3,Healthcare Representative,Divorced,28140,1,24,0,2,10,3,4,0
1334,3,2,4,33,Non-Travel,Sales,7,3,Life Sciences,Male,2,Sales Executive,Married,112450,0,21,0,3,7,3,4,0
1335,2,2,3,56,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Laboratory Technician,Married,33120,9,19,0,1,5,1,3,1
1336,1,3,3,51,Travel_Rarely,Research & Development,3,2,Other,Female,2,Sales Representative,Single,190490,7,14,1,2,20,3,3,0
1337,2,3,2,31,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,3,Sales Executive,Married,21410,4,20,0,2,7,3,4,1
1338,3,2,2,26,Travel_Rarely,Sales,17,3,Medical,Female,2,Manager,Married,57690,1,19,0,4,5,2,3,0
1340,4,3,2,19,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,1,Manager,Single,53320,1,23,1,2,0,3,4,1
1341,3,4,3,22,Travel_Rarely,Sales,29,4,Technical Degree,Male,1,Sales Executive,Married,46630,0,13,1,1,2,3,3,0
1342,3,1,2,49,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Sales Executive,Married,47240,1,11,1,3,15,2,3,0
1343,2,3,3,43,Travel_Frequently,Sales,2,2,Life Sciences,Male,1,Sales Executive,Single,32110,4,13,0,2,3,4,3,0
1344,3,4,3,50,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,2,Sales Executive,Single,53770,4,14,1,3,2,4,3,0
1345,2,3,3,31,Travel_Rarely,Research & Development,15,1,Medical,Female,2,Sales Executive,Married,40660,3,22,0,2,2,2,4,1
1346,3,3,3,41,Travel_Rarely,Research & Development,17,2,Other,Male,1,Manufacturing Director,Divorced,52080,3,11,3,2,9,1,3,0
1347,3,3,3,26,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,2,Sales Executive,Married,48770,1,13,1,5,8,4,3,0
1348,2,2,3,36,Travel_Rarely,Human Resources,25,1,Human Resources,Male,2,Research Scientist,Divorced,31170,6,21,1,2,3,4,4,0
1349,1,4,3,51,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,1,Manager,Single,15690,2,11,0,2,4,4,3,1
1350,4,3,4,39,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,196580,4,13,1,3,15,4,3,0
1351,1,3,3,25,Travel_Rarely,Sales,29,1,Medical,Female,3,Research Scientist,Married,30690,2,14,1,3,2,2,3,0
1352,3,4,1,30,Travel_Rarely,Research & Development,21,1,Medical,Male,2,Laboratory Technician,Married,104350,0,11,0,5,11,3,3,0
1353,1,1,4,32,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Single,41480,7,15,0,0,5,2,3,1
1354,3,4,2,45,Travel_Rarely,Research & Development,2,1,Technical Degree,Female,2,Healthcare Representative,Single,57680,5,23,1,4,6,3,4,0
1355,4,3,3,38,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Research Director,Single,50420,3,16,1,4,3,3,3,0
1356,1,3,2,30,Travel_Rarely,Sales,13,3,Marketing,Female,2,Laboratory Technician,Single,57700,1,16,1,2,5,4,3,0
1357,4,4,4,32,Travel_Frequently,Sales,2,3,Marketing,Male,3,Laboratory Technician,Divorced,77560,0,21,0,3,8,3,4,0
1358,4,1,3,30,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Sales Executive,Divorced,103060,5,13,0,5,3,3,3,0
1359,2,4,3,30,Travel_Rarely,Sales,9,3,Medical,Male,2,Research Scientist,Single,39360,0,11,1,3,5,3,3,0
1360,4,1,2,41,Travel_Frequently,Sales,10,2,Medical,Female,3,Manufacturing Director,Divorced,79450,4,12,1,6,7,2,3,0
1361,3,1,3,41,Travel_Rarely,Research & Development,10,4,Medical,Male,4,Research Scientist,Married,57430,2,12,3,2,5,4,3,0
1362,2,2,3,19,Travel_Rarely,Research & Development,1,3,Other,Female,5,Manufacturing Director,Single,152020,1,18,3,2,1,2,3,0
1363,2,2,3,40,Travel_Frequently,Research & Development,26,4,Medical,Male,2,Manufacturing Director,Divorced,54400,1,12,1,2,20,3,3,0
1364,3,2,3,35,Travel_Rarely,Sales,8,1,Marketing,Female,3,Laboratory Technician,Married,37600,1,14,3,2,10,3,3,0
1365,2,3,1,53,Travel_Rarely,Sales,14,2,Life Sciences,Female,5,Manufacturing Director,Married,35170,2,12,1,1,7,2,3,0
1366,2,2,1,45,Travel_Rarely,Sales,1,4,Technical Degree,Male,1,Research Scientist,Divorced,25800,8,17,3,3,17,3,3,0
1367,2,4,3,32,Travel_Frequently,Sales,2,2,Life Sciences,Female,1,Manufacturing Director,Single,21660,1,19,1,4,9,1,3,0
1368,4,3,3,29,Non-Travel,Research & Development,10,4,Technical Degree,Male,3,Healthcare Representative,Married,58690,1,11,1,6,10,4,3,0
1369,2,3,3,51,Travel_Rarely,Research & Development,1,3,Other,Female,3,Research Director,Married,80080,2,15,1,4,1,3,3,0
1370,2,2,2,58,Travel_Rarely,Sales,3,3,Marketing,Female,1,Research Scientist,Married,52060,4,11,3,4,1,1,3,0
1371,3,4,2,40,Travel_Rarely,Research & Development,11,2,Technical Degree,Male,4,Laboratory Technician,Married,52950,7,18,0,4,12,3,3,0
1372,3,3,3,34,Travel_Frequently,Sales,24,4,Marketing,Male,2,Manufacturing Director,Married,164130,6,16,0,1,4,3,3,0
1373,3,4,3,22,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Laboratory Technician,Married,132690,1,25,1,2,2,3,4,0
1374,4,2,1,27,Non-Travel,Research & Development,3,3,Medical,Male,1,Healthcare Representative,Divorced,27830,6,16,1,2,2,4,3,0
1375,3,4,1,28,Travel_Rarely,Sales,4,4,Life Sciences,Male,2,Healthcare Representative,Married,54330,1,13,1,4,5,2,3,0
1376,3,4,1,57,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Manufacturing Director,Divorced,20130,3,14,1,5,5,3,3,0
1377,3,3,2,27,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,139660,1,19,0,1,1,3,3,0
1378,3,2,3,50,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Manufacturing Director,Single,43740,3,15,1,5,5,4,3,0
1379,1,3,3,41,Travel_Rarely,Sales,7,4,Marketing,Male,4,Laboratory Technician,Divorced,68420,4,12,1,3,9,3,3,0
1380,2,4,3,30,Travel_Rarely,Human Resources,1,4,Human Resources,Female,1,Manager,Married,174260,2,12,1,0,10,2,3,0
1381,1,4,4,38,Travel_Rarely,Sales,1,1,Medical,Male,2,Laboratory Technician,Single,176030,4,16,0,0,8,2,3,0
1382,3,3,3,32,Travel_Rarely,Research & Development,20,3,Medical,Female,1,Manufacturing Director,Single,45810,3,14,1,3,5,3,3,0
1383,3,2,2,27,Travel_Rarely,Research & Development,5,4,Medical,Male,2,Healthcare Representative,Married,47350,0,13,0,2,5,3,3,0
1385,4,2,2,36,Travel_Frequently,Sales,25,3,Marketing,Female,2,Research Director,Single,55050,4,21,2,3,8,3,4,0
1386,3,1,3,30,Non-Travel,Sales,1,3,Medical,Female,1,Sales Executive,Divorced,54700,1,18,1,2,12,3,3,0
1387,3,1,4,45,Travel_Rarely,Research & Development,24,2,Medical,Male,2,Sales Executive,Divorced,54760,4,13,1,3,5,3,3,0
1388,3,1,3,56,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,4,Manager,Divorced,25870,4,12,0,2,2,2,3,0
1389,3,4,4,33,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Sales Executive,Single,24400,0,18,3,4,3,3,3,0
1390,2,4,2,19,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,2,Sales Executive,Single,159720,1,21,0,2,1,3,4,1
1391,2,1,3,46,Travel_Rarely,Research & Development,10,3,Technical Degree,Female,2,Laboratory Technician,Divorced,153790,1,12,0,1,24,1,3,0
1392,3,4,3,38,Travel_Rarely,Sales,4,4,Life Sciences,Male,1,Manufacturing Director,Single,70820,1,14,0,3,2,4,3,0
1393,3,4,3,31,Travel_Rarely,Sales,2,5,Life Sciences,Male,2,Sales Representative,Married,27280,8,11,0,3,4,4,3,0
1394,4,2,3,34,Travel_Rarely,Sales,9,3,Marketing,Female,2,Manager,Single,53680,2,14,1,2,3,3,3,0
1395,2,2,2,41,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,5,Laboratory Technician,Single,53470,1,24,1,1,4,3,4,1
1396,3,3,2,50,Travel_Rarely,Sales,19,4,Marketing,Male,3,Sales Executive,Married,31950,2,11,0,4,3,2,3,0
1397,4,1,3,53,Travel_Rarely,Sales,1,2,Life Sciences,Male,1,Manager,Divorced,39890,1,13,0,2,4,3,3,0
1398,4,2,3,33,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Human Resources,Married,33060,1,11,3,6,8,1,3,0
1399,4,3,3,40,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,2,Sales Executive,Married,70050,1,20,2,2,20,3,4,0
1400,3,2,3,55,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,2,Laboratory Technician,Single,26550,8,17,0,0,24,2,3,0
1401,4,3,2,34,Travel_Frequently,Human Resources,7,4,Other,Female,1,Research Scientist,Married,13930,1,11,2,4,10,4,3,0
1402,4,2,3,51,Travel_Rarely,Human Resources,4,2,Human Resources,Male,2,Sales Representative,Single,25700,3,18,0,2,7,3,3,0
1404,4,2,2,27,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,39860,1,12,2,3,7,3,3,0
1405,2,3,3,35,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Married,108830,3,12,0,3,1,4,3,1
1406,4,4,4,43,Non-Travel,Research & Development,6,2,Medical,Male,1,Healthcare Representative,Divorced,20280,4,20,1,2,5,2,4,0
1407,1,4,3,45,Non-Travel,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,95250,9,19,0,3,20,3,3,0
1408,2,1,3,37,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,29290,1,12,0,2,8,1,3,0
1409,2,2,3,35,Travel_Frequently,Research & Development,1,3,Other,Male,2,Research Director,Single,22750,5,13,0,2,6,4,3,0
1410,3,3,3,42,Non-Travel,Research & Development,1,1,Technical Degree,Male,2,Sales Executive,Divorced,78790,2,11,1,2,5,3,3,0
1411,4,3,3,38,Travel_Rarely,Sales,8,2,Marketing,Male,5,Research Scientist,Married,49300,9,14,0,0,1,3,3,0
1412,4,4,1,38,Travel_Rarely,Human Resources,25,1,Human Resources,Female,1,Manufacturing Director,Married,78470,3,14,1,3,7,4,3,0
1413,3,1,3,27,Travel_Frequently,Research & Development,13,4,Medical,Male,1,Manager,Married,44010,5,13,0,4,2,2,3,0
1414,4,4,3,49,Non-Travel,Research & Development,23,1,Other,Female,2,Sales Executive,Divorced,92410,1,19,1,5,7,3,3,0
1415,4,3,4,34,Travel_Frequently,Research & Development,7,2,Medical,Male,4,Sales Representative,Divorced,29740,1,23,0,2,5,3,4,0
1416,3,4,4,40,Travel_Rarely,Research & Development,23,3,Medical,Female,1,Laboratory Technician,Married,45020,8,12,2,0,7,2,3,0
1417,2,1,3,38,Travel_Rarely,Sales,6,4,Life Sciences,Female,3,Research Scientist,Married,107480,7,15,0,3,1,3,3,1
1418,2,4,2,29,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Married,15550,1,19,2,2,10,3,3,1
1419,4,2,2,22,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Healthcare Representative,Divorced,129360,1,11,2,3,4,3,3,0
1420,2,4,3,36,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,2,Laboratory Technician,Single,23050,1,17,0,3,8,3,3,0
1421,4,4,1,40,Non-Travel,Research & Development,28,2,Life Sciences,Male,1,Manufacturing Director,Married,167040,9,22,0,2,3,4,4,0
1422,4,1,3,46,Travel_Rarely,Research & Development,25,1,Medical,Male,5,Research Scientist,Divorced,34330,7,18,0,3,4,3,3,0
1423,4,4,2,32,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,34770,1,11,0,2,14,4,3,1
1424,3,3,3,30,Non-Travel,Research & Development,17,4,Life Sciences,Male,2,Healthcare Representative,Single,64300,1,12,1,2,11,2,3,0
1425,4,3,3,27,Travel_Frequently,Research & Development,18,2,Medical,Female,1,Laboratory Technician,Single,65160,1,19,1,4,7,3,3,0
1426,2,2,1,51,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Manufacturing Director,Married,39070,5,13,0,2,10,3,3,0
1427,4,1,3,30,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,55620,5,13,0,3,5,2,3,1
1428,4,4,3,41,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Human Resources,Single,68830,3,19,2,3,1,2,3,0
1429,3,1,2,30,Travel_Frequently,Sales,3,2,Medical,Male,2,Healthcare Representative,Single,28620,5,14,0,2,6,2,3,1
1430,3,3,2,29,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,49780,0,13,0,3,6,2,3,1
1431,4,4,3,45,Non-Travel,Research & Development,2,3,Medical,Female,2,Research Scientist,Single,103680,6,12,2,2,19,3,3,0
1432,4,1,3,54,Travel_Rarely,Sales,8,2,Marketing,Female,2,Laboratory Technician,Married,61340,2,19,0,2,6,2,3,0
1433,4,2,4,36,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,1,Healthcare Representative,Single,67350,8,25,2,3,13,2,4,0
1434,3,2,3,33,Travel_Rarely,Sales,9,1,Other,Female,3,Sales Executive,Married,32950,6,22,2,2,3,3,4,0
1435,2,4,3,37,Travel_Frequently,Sales,2,4,Life Sciences,Male,2,Laboratory Technician,Divorced,52380,1,15,1,5,10,3,3,0
1436,1,3,2,38,Travel_Rarely,Research & Development,1,2,Medical,Male,4,Laboratory Technician,Divorced,64720,0,12,0,4,16,3,3,0
1437,3,3,3,31,Non-Travel,Sales,4,1,Medical,Female,3,Research Scientist,Married,96100,0,11,1,2,5,2,3,0
1438,3,4,3,59,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,3,Manager,Married,198330,3,13,0,2,1,3,3,0
1439,1,4,3,37,Travel_Frequently,Sales,2,3,Marketing,Female,2,Laboratory Technician,Divorced,97560,4,19,0,2,9,3,3,0
1440,2,4,3,29,Travel_Frequently,Sales,15,4,Medical,Female,1,Sales Executive,Married,49680,1,19,3,4,11,3,3,0
1441,3,3,4,35,Travel_Frequently,Research & Development,19,3,Life Sciences,Female,1,Sales Executive,Single,21450,1,13,0,6,10,2,3,0
1442,3,4,2,29,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,1,Research Scientist,Single,21800,1,21,0,2,4,3,4,1
1443,3,4,2,52,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Manager,Single,83460,7,14,0,5,2,3,3,0
1444,3,4,3,42,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Sales Executive,Married,34450,1,11,2,2,22,3,3,0
1445,2,3,2,59,Travel_Rarely,Research & Development,4,4,Technical Degree,Male,1,Healthcare Representative,Married,27600,8,11,0,3,2,4,3,0
1446,4,4,2,50,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,2,Sales Executive,Divorced,62940,3,23,1,2,7,4,4,0
1447,3,4,1,33,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400,5,21,0,2,5,2,4,1
1448,4,4,3,43,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Married,29320,5,24,0,3,17,3,4,0
1449,1,1,4,33,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Manager,Married,51470,7,11,0,2,9,3,3,1
1451,3,2,3,32,Travel_Rarely,Human Resources,13,4,Life Sciences,Female,3,Manufacturing Director,Married,85640,2,16,1,2,4,2,3,0
1452,4,3,1,32,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0,11,0,2,3,3,3,1
1453,3,3,3,39,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Research Director,Divorced,81610,7,12,1,2,3,4,3,0
1454,3,4,3,32,Non-Travel,Sales,2,4,Marketing,Male,4,Research Scientist,Married,21090,0,13,1,3,3,2,3,0
1455,3,1,2,41,Travel_Rarely,Sales,29,3,Life Sciences,Female,2,Laboratory Technician,Divorced,52940,2,15,0,3,1,2,3,0
1456,1,4,3,40,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,27180,1,14,1,4,9,2,3,0
1457,3,4,3,45,Travel_Rarely,Research & Development,18,1,Life Sciences,Female,2,Sales Representative,Married,58110,0,14,0,4,24,2,3,0
1458,2,3,3,31,Travel_Frequently,Research & Development,7,4,Medical,Male,1,Research Scientist,Divorced,24370,9,14,1,3,2,4,3,0
1459,3,4,2,33,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Married,27660,1,12,1,2,2,3,3,0
1460,4,1,3,34,Travel_Rarely,Research & Development,26,3,Other,Female,1,Sales Executive,Married,190380,6,13,0,3,11,2,3,0
1461,3,1,2,37,Travel_Rarely,Research & Development,22,5,Medical,Female,2,Manufacturing Director,Married,30550,2,14,3,3,3,3,3,0
1462,1,3,3,45,Travel_Frequently,Sales,21,1,Marketing,Male,3,Research Scientist,Married,22890,4,13,0,3,3,2,3,0
1463,1,3,3,37,Travel_Frequently,Sales,2,3,Marketing,Male,1,Laboratory Technician,Divorced,40010,6,11,1,2,1,3,3,1
1464,3,3,3,39,Travel_Frequently,Research & Development,22,3,Medical,Female,1,Manufacturing Director,Single,129650,0,19,1,2,19,3,3,0
1465,3,4,3,29,Travel_Rarely,Sales,4,3,Other,Female,2,Human Resources,Single,35390,1,18,0,2,6,2,3,0
1466,4,1,3,42,Travel_Rarely,Research & Development,5,4,Medical,Female,1,Research Scientist,Single,60290,3,17,1,5,3,3,3,0
1467,4,4,3,29,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,26790,2,15,0,2,3,2,3,0
1468,1,3,3,25,Travel_Rarely,Research & Development,25,2,Life Sciences,Male,2,Sales Executive,Married,37020,0,20,0,4,4,3,4,0
1469,4,3,3,42,Travel_Rarely,Sales,18,2,Medical,Male,1,Laboratory Technician,Divorced,23980,0,14,1,2,9,2,3,0
1470,1,3,3,40,Travel_Rarely,Research & Development,28,3,Medical,Male,2,Laboratory Technician,Divorced,54680,0,12,0,6,21,4,3,0
1471,3,4,3,51,Travel_Rarely,Sales,6,2,Life Sciences,Female,1,Healthcare Representative,Married,131160,1,11,0,6,1,3,3,0
1473,2,2,1,32,Travel_Frequently,Research & Development,17,4,Other,Male,4,Sales Executive,Married,193280,1,15,3,2,5,3,3,0
1474,4,4,3,38,Non-Travel,Research & Development,2,5,Life Sciences,Male,3,Human Resources,Married,83210,3,11,3,5,8,2,3,0
1475,4,1,3,32,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,23420,4,12,2,2,6,3,3,0
1476,3,2,2,46,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,4,Research Director,Married,40710,3,13,0,5,7,3,3,0
1477,3,3,1,28,Travel_Rarely,Research & Development,11,2,Medical,Male,2,Sales Executive,Single,58130,2,20,1,2,0,3,4,1
1478,1,2,3,29,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Sales Executive,Married,31430,2,22,3,2,0,3,4,0
1479,2,4,3,31,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Laboratory Technician,Married,20440,0,21,0,2,9,3,4,0
1480,2,1,3,25,Non-Travel,Research & Development,7,4,Medical,Female,4,Laboratory Technician,Divorced,134640,1,13,1,2,6,3,3,0
1481,3,4,3,45,Travel_Rarely,Research & Development,17,2,Medical,Male,2,Laboratory Technician,Married,79910,0,13,2,2,20,2,3,0
1482,4,4,3,36,Travel_Rarely,Research & Development,28,1,Life Sciences,Male,1,Laboratory Technician,Married,33770,0,12,2,2,15,3,3,0
1484,1,2,2,47,Non-Travel,Research & Development,1,1,Medical,Male,1,Research Scientist,Married,57620,1,11,2,4,10,2,3,1
1485,4,4,2,28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,25920,1,14,0,2,5,3,3,0
1486,3,4,4,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Married,53460,4,11,0,2,5,3,3,0
1487,4,3,4,21,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Laboratory Technician,Single,42130,1,12,3,3,3,2,3,0
1488,1,4,3,37,Non-Travel,Research & Development,1,3,Medical,Male,2,Sales Executive,Divorced,41270,2,13,1,2,5,3,3,0
1489,2,2,2,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,1,Sales Representative,Divorced,24380,7,16,0,5,7,2,3,0
1490,1,1,3,38,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,1,Manager,Divorced,68700,1,11,1,5,8,3,3,0
1491,3,2,1,26,Travel_Frequently,Research & Development,1,4,Other,Male,2,Laboratory Technician,Divorced,104470,1,18,0,3,6,3,3,0
1492,1,2,2,50,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Research Scientist,Divorced,96670,3,23,0,2,10,2,4,0
1493,3,3,2,53,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,2,Research Scientist,Married,21480,3,11,0,2,5,3,3,0
1494,2,3,3,42,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Manufacturing Director,Married,89260,1,14,0,4,20,1,3,0
1495,2,4,2,29,Travel_Frequently,Research & Development,16,4,Medical,Male,1,Laboratory Technician,Single,65130,1,11,1,2,10,3,3,0
1496,2,4,3,55,Travel_Rarely,Research & Development,1,4,Other,Female,1,Research Scientist,Married,67990,3,11,0,2,10,3,3,0
1497,1,1,3,26,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,1,Manager,Married,162910,1,22,0,3,5,3,4,0
1498,4,4,3,37,Travel_Rarely,Sales,5,1,Marketing,Male,1,Research Scientist,Single,27050,1,11,0,2,17,3,3,0
1499,4,3,1,44,Travel_Frequently,Research & Development,1,2,Medical,Male,2,Research Scientist,Divorced,103330,3,14,1,2,1,2,3,1
1500,4,4,3,38,Travel_Rarely,Sales,2,3,Marketing,Female,1,Manager,Divorced,44480,9,12,0,3,2,2,3,0
1501,1,2,3,26,Travel_Rarely,Research & Development,4,3,Medical,Male,3,Research Scientist,Divorced,68540,2,11,0,5,3,2,3,1
1502,4,4,3,28,Travel_Rarely,Research & Development,7,3,Other,Male,1,Human Resources,Single,96370,1,13,0,6,5,2,3,0
1503,3,1,3,49,Travel_Frequently,Research & Development,1,1,Medical,Female,2,Research Scientist,Single,35910,9,13,0,2,3,3,3,0
1504,3,2,3,36,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,Sales Executive,Single,54050,4,14,0,2,8,3,3,0
1505,4,2,2,31,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Sales Executive,Divorced,46840,1,16,1,4,2,3,3,0
1506,4,4,3,26,Travel_Rarely,Research & Development,8,3,Medical,Male,2,Manager,Single,157870,1,12,2,5,8,3,3,1
1507,2,4,2,37,Travel_Frequently,Sales,9,1,Marketing,Male,1,Laboratory Technician,Married,15140,1,14,0,3,4,3,3,0
1508,3,2,4,42,Travel_Frequently,Sales,2,2,Marketing,Male,3,Research Director,Married,29560,5,13,0,2,20,3,3,0
1509,3,3,3,18,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1,14,2,3,0,2,3,1
1510,3,2,2,35,Travel_Rarely,Sales,20,2,Life Sciences,Male,1,Laboratory Technician,Married,51540,0,19,0,2,11,2,3,0
1511,3,4,3,36,Travel_Frequently,Research & Development,8,3,Other,Female,3,Sales Executive,Married,69620,4,12,2,2,1,2,3,0
1512,4,2,3,51,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750,5,13,0,2,4,2,3,0
1513,4,2,3,41,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,Laboratory Technician,Single,23790,1,12,0,6,22,3,3,0
1514,4,3,3,18,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Research Scientist,Single,38120,1,15,0,3,0,3,3,0
